review_id	review_text	review_author	review_url	review_domain	review_date	category	is_fake
review_03127	"Covid: Brasil registra 1.166 novas mortes em 24 h; total ultrapassa 122 mil  

e hoje o brasil registrar 1.166 óbito covid-19 total 122.681 morte covid-19 país hoje consórcio veículo imprensar o uol horar confirmar 41.889 caso coronavírus total 3.952.790 pessoa receber o diagnóstico doença brasil o médio móvel morte calcular óbito diário base registro feito dia óbito dia resultar considerar estável dia -13"		https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/09/01/covid-19-mortes-casos-1-setembro.htm	uol.com.br	01/09/2020	saúde	-1
review_10183	"Candidatos fazem corpo a corpo mesmo na pandemia  

precisar medir o temperatura e higienizar mão álcool gel acesso convenção municipal psol paulo realizar comunidade morrer lua campar limpar zonar sul cidade dia o espaçar aberto campar futebol permitir o ventilação e cadeira distribuir maneiro espaçar terminar o evento o rigor distanciamento social diminuir medir apoiadores o candidatar prefeitura guilherme boulos trocar abraço e tirar selfies o situação repetir atos pré-campanha convenção e evento acompanhar estadão semana apesar tentativo aplicar regrar distanciamento social pregar especialista saudar público evitar o contágio coronavírus o tradicional corpo o corpo inevitável postulante prefeitura admitir sequer o interessar evitar o contato físico o eleitorado o casar deputar joice hasselmann candidato psl relatar impedir o contato eleitor pedir selfies afirmar o imagem joice abraçar máscara morador ruir cracolândia dia publicar rede social chegar o virar meme opositor e crítico o parlamentar entanto justificar lembrar covid e propagar o doença haver norma impedir o corpo o corpo candidato durante o pandemia semana o tse tribunal superior eleitoral divulgar planar sanitário eleição recomendação o campanha haver o recear passar álcool gel frequência o impressão antipatia nojo eleitorado"	Paula Reverbel e Pedro Venceslau	https://noticias.uol.com.br/eleicoes/estadao-conteudo/2020/09/14/candidatos-fazem-corpo-a-corpo-mesmo-na-pandemia.htm	uol.com.br	14/09/2020	política	-1
review_04006	"112 prefeitos eleitos ainda aguardam decisão do TSE para assumir mandato  

candidatar votar voltar redondo rj neto dem assumir o mandatar frente município o confirmação vitória 57,20 voto depender aval justiçar recorrer indeferimento candidatura situação repetir cidade país dia turno eleição municipal d ano tribunal superior eleitoral tse total caso cidade paulo candidato o prefeito obter voto o candidatura indeferir assumir o cargo pendência justiçar eleitoral resolvido o resultar confirmar o pronunciamento definitivo justiçar eleitoral afirmar o secretário tse brunir andrade"	Bianca Gomes	https://noticias.uol.com.br/eleicoes/estadao-conteudo/2020/11/26/112-prefeitos-eleitos-ainda-aguardam-decisao-do-tse-para-assumir-mandato.htm	uol.com.br	26/11/2020	política	-1
review_18408	"Secretário de SP vê capital longe de relaxar isolamento: 'de forma nenhuma'  

o paulo planeja flexibilizar medir isolamento social o dia maio o capital federação demorar o voltar gradual normalidade cidade afetada coronavírus brasil paulo viver situação crítico combater pandemia pensar relaxamento afirmar hoje edson aparecer santo secretário saudar município entrevisto globonews casar região metropolitano pensar isolamento maio acrescentar o secretário evitar crítico o o governador joão dório psdb antecipar o discussão o reabertura comércio e o retomar economia o governar estadual falar entrevisto coletivas diário plano o flexibilização medir conjunto tomar o prefeito brunir cova mostrar hoje vídeo e gráfico mostrar o morte março e o cidade inteiro tomar distrito óbito edson"		https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/04/23/secretario-de-sp-ve-capital-longe-de-relaxar-isolamento-de-forma-nenhuma.htm	uol.com.br	23/04/2020	saúde	-1
review_15084	"RHP (Real Hospital Português) de Recife (PE) escreve texto sobre Covid-19, pH e alimentos alcalinos #boato 

Boato – Real Hospital Português (RHP), de Recife (PE), indica alimentos alcalinos e uso de vitaminas para prevenir a Covid-19.
“ orientação rhp – real hospital português enfrentar melhor o coronavírus tomar vit c vitaminar e 10:00 – 11h luzir solar 15-20 minuto comer ovo descansar dormir o horar beber 1,5 l água diariamente e refeição quente frio o hospital significar o ph vírus coronariano variar 5,5 o 8,5 o precisar derrotar o vírus coronariano consumir alimento alcalino acima ph vírus d limão – 9,9 ph cal – ph 8,2 abacate – 15,6 ph alho – ph 13,2 mangar – 8.7ph tangerino – 8,5ph abacaxi – 12,7 ph dentar leão – 22,7 ph laranjo – ph 9,2 coronavírus coceira garganta garganta seco tossir seco alto temperatura ar perda olfato e paladar prestar atenção o tomar rapidamente água morno limão e beber guardar informação si o família e amigo cuidadoso(a ”"	Kyene Becker	https://www.boatos.org/saude/rhp-real-hospital-portugues-recife-pe-texto-covid-19-ph-alimentos-alcalinos.html	boatos.org	28/04/2020	saúde	1
review_19255	"Senado aprova suspensão de metas para prestadores de saúde  

o senado aprovar hoje projeto lei pl suspender o obrigatoriedade cumprimentar meter quantitativo e qualitativo contratualizadas prestador serviço saudar âmbito único saudar sus dezembro o projeto aprovar câmara dezembro e seguir sanção presidencial o legislação atual estabelecer requisito entidade prestador serviço saudar considerar beneficente e benefício tributário garantir lei entanto o pandemia obrigar o suspensão consulto médico especialidade procedimento eletivos exame complementar e ações saudar impedir o cumprimentar meter estabelecido o datar suspensão passar o aprovação pl importante permitir o pagamento o prestador serviço o o obrigatoriedade suspenso início o suspensão dia o durar junho o pandemia persistir o ano e persistir hoje entidade prestador serviço correr o riscar sofrer sanção administração público"		https://noticias.uol.com.br/ultimas-noticias/agencia-brasil/2021/02/10/senado-aprova-suspensao-de-metas-para-prestadores-de-saude.htm	uol.com.br	10/02/2021	saúde	-1
review_08576	"22 missionários (irmã Gislaine e outros) foram condenados à morte por afegãos islâmicos #boato 

Boato – O pastor Márcio de Maceió (AL) pediu para orarmos por 22 missionários condenados à morte por afegãos islâmicos. Irmã Gislaine, de Januária (MG), está entre eles. 
orar missionário condenar o morte d irmão gislaine missionário cidade e januária-mg morto amanhã afegão islâmico demorar e passar mensagem rápido pessoa orar pastor márcio maceió postar pedir oração e tb repassar pessoa orar importar o religião orar humanar campar levar o palavra senhor"	Edgard Matsuki	https://www.boatos.org/religiao/22-missionarios-irma-gislaine-condenados-a-morte-afegaos-islamicos.html	boatos.org	06/02/2021	entretenimento	1
review_11525	"Brasil passa de 153,6 mil mortes por Covid; média móvel é de 493, a menor desde maio
País tem 153.690 óbitos registrados e 5.223.667 diagnósticos de Covid-19, segundo levantamento do consórcio de veículos de imprensa.
o consórcio veículo imprensar divulgar levantamento situação pandemia coronavírus brasil o secretariar estadual saudar consolidar s 20h d sábado o país registrar morte covid-19 horar chegar o o total 153.690 óbito o comedir pandemia o médio móvel morte brasil dia o marcar registrar o dia maio o variação -25 o registrar dia tendência quedo o 6º dia seguir o curvo morte indicar quedo dia estabilidade caso confirmar o comedir pandemia 5.223.667 brasileiro o coronavírus 22.097 d confirmar dia o médio móvel caso 20.261 dia variação -22 o caso registrar dia encontra-se faixar quedo"	G1	https://g1.globo.com/bemestar/coronavirus/noticia/2020/10/17/casos-e-mortes-por-coronavirus-em-17-de-outubro-segundo-consorcio-de-veiculos-de-imprensa.ghtml	globo.com	17/10/2020	ciência	-1
review_12014	"o hacker presar pelar pf dirigir land rover nome manuela d’ávila

o notícia espalhar o redar social o semana agostar e apresentar provar o homem presar pelar polícia federal durante o operação spoofing haver flagrante automóvel land rover e o carro nome jornalista e político manuela d’ávila"	gilmar lopes	https://www.e-farsas.com/o-hacker-preso-pela-pf-dirigia-um-land-rover-em-nome-da-manuela-davila.html	r7.com	16/08/2019	entretenimento	1
review_00842	"Omar Aziz: Não vejo problema em Carlos Bolsonaro participar de reunião no Planalto  

presidente cpi covid o senador omar aziz psd-am hoje durante sessão comissão avaliação d problema o participação vereador carlos bolsonaro republicanos-rj filhar presidente jair bolsonaro reunião realizar palácio planalto brasília governador e pessoa secretário participar reunião crime afirmar"		https://noticias.uol.com.br/videos/2021/05/11/omar-aziz-nao-vejo-problema-em-carlos-bolsonaro-participar-de-reuniao-no-planalto.htm	uol.com.br	11/05/2021	política	-1
review_11982	"American Airlines lota seus aviões e recebe críticas  

o companhia aéreo americano american airlines voltar o operar capacidade n quarta-feira 1º o gerar série crítico autoridade sanitário unir preocupar o aceleração pandemia coronavírus companhia aéreo americano o delta air lenir decidir maio bloquear assento voo respeitar o distanciamento social o united deixar implementar o medir quedo passageiro o decisão american airlines ocorrer pleno reabertura gradual economia eua coincidir surtir pandemia país decepcionar o american airlines anúncio o diretor centrar controlo e prevenção doença cdc robert redfield o o comitê saudar senado terço"		https://www.uol.com.br/nossa/noticias/afp/2020/07/01/american-airlines-lota-seus-avioes-e-recebe-criticas.htm	uol.com.br	01/07/2020	saúde	-1
review_03972	"Justiça aceita denúncia e torna réu hacker acusado de invadir sistemas do Senado Federal
Marcos Roberto Correia da Silva, conhecido como Vandathegod, foi preso durante operação Deepwater. Ele responde por invasão de dispositivo informático e divulgação de segredo; defesa diz que vai entrar com pedido de rejeição das denúncias.
o justiçar federal brasília aceitar o denúncia ministério público federal mpf e tornar réu o hacker marco roberto correar silvar vandathegod acusar invadir senado federal e presar polícia federal sexta-feira o prisão ocorrer durante o operação deepwater investigar o considerar o vazamento registrar país o advogar marco augusto cesar mendes araújo acesso o o documentar e entrar pedir rejeição denúncia e afastamento provar ilícito colhido durante o investigação o provar adquirir desafiar o legalidade o atacar ocorrer agostar ano passar o obtenção e acesso o o e-mail ex-servidor público o mpf o o acessar interno casar legislativo o hacker vídeo expor o fragilidade segurança redar o gravação publicar internet"	Gabriel Palma, TV Globo	https://g1.globo.com/df/distrito-federal/noticia/2021/03/26/justica-aceita-denuncia-e-torna-reu-hacker-acusado-de-invadir-sistemas-do-senado-federal.ghtml	globo.com	26/03/2021	política	-1
review_14643	"STF dá 5 dias para Bolsonaro e Queiroga se manifestarem sobre cronograma de vacinas  

ricardo britar brasília reuters o ministrar ricardo lewandowski supremo tribunal federal stf prazo n terça-feira dia o governar federal manifestar ação movido redar sustentabilidade cobrar o divulgação detalhar cronograma recebimento vacinar covid-19 d modo considerar o importância matéria e o emergência saudar público decorrente surtir coronavírus solicitem-se prévio informação o o presidente repúblico e o o ministrar saudar prazo dia pedir formular determinar o ministrar despachar"		https://noticias.uol.com.br/saude/ultimas-noticias/reuters/2021/04/20/stf-da-5-dias-para-bolsonaro-e-queiroga-se-manifestarem-sobre-cronograma-de-vacinas.htm	uol.com.br	20/04/2021	saúde	-1
review_17346	"Conheça a ECMO, aparelho que funciona como coração e pulmão artificiais  

capaz funcionar pulmão e coração artificiar paciente órgão comprometido o ecmo oxigenação membrana extracorpórea equipamento alto complexidade infelizmente crescer popularidade pandemia causar coronavírus sars-cov-2 o máquina pessoa idade recém-nascidos idoso e possibilitar substituir o atividade coração pulmão o frequência causar grave problema respiratório o covid-19 trazer o descrição semelhante o ventilador mecânico o ecmo ação complexo o respirador substituir o função pulmão paciente fornecer fluxo ar o interior d o ecmo funcionar pulmão adicional paciente covid-19 função pulmonar reduzir e possibilitar o paciente e condição clínico recuperar explicar celso freitas diretor médico livanova empresar global tecnologia médico"	Giulia Granchi	https://www.uol.com.br/vivabem/noticias/redacao/2020/06/17/conheca-o-ecmo-aparelho-que-funciona-como-coracao-e-pulmao-artificial.htm	uol.com.br	17/06/2020	saúde	-1
review_05784	"Rio terá atendimento a crianças e jovens com depressão pós-covid-19  

o ambulatório psiquiatria infância e adolescência santo casar misericórdia rir janeiro centrar cidade criar projeto atender menino e menino o ano depressão ansiedade toc transtornar obsessivo compulsivo piorar gerar medo covid-19 e isolamento social o fundador e coordenador ambulatório fábio barbirato o propósito enfrentar o onda referente incidência doença mental o onda o pandemia o o comedir registro morte covid-19 e o problema derivar doença o médico região retomar atividades e passar contaminação e morte itália e espanha haver registro aumentar caso depressão e ansiedade criança e adolescente piorar isolamento social o jovem deprimir sintoma contido e começar o apresentar o procurar profissional saudar mental aumentar hemisfério norte barbirato entrevisto agência brasil"		https://www.uol.com.br/vivabem/noticias/redacao/2020/07/05/rio-tera-atendimento-a-criancas-e-jovens-com-depressao-pos-covid-19.htm	uol.com.br	05/07/2020	saúde	-1
review_10281	"Covid-19: Uruguai adota medidas de restrição para conter a expansão de variantes brasileiras
O presidente uruguaio, Luis Lacalle Pou, anunciou corte nos salários de altos funcionários do governo para aumentar os subsídios aos setores privados afetados pelas restrições e o fechamento dos 'free shop' na fronteira com o Brasil para desestimular a chegada de brasileiros.
o uruguai adotar série medir restrição abril conter o acelerar aumentar caso covid-19 provocar circulação generalizar variante brasileiro detectar segunda-feira país ações governar necessariamente acompanhar conduta individuar o ficar casar ano passar ficar bolhar o núcleo familiar controlo fugir o o governar o liberdade administrar responsável e solidariamente pedir o presidente luis lacalle pou governar uruguaio destacar o perigar linhagem brasileiro p.1 manaus potente e contagioso medir restrição incluir o suspensão aula presenciar o país o fechamento repartição público exceção serviço considerar essencial o fechamento clube e academiar ginástico o proibição prático esportes amador e espetáculos público importante decisão frear o contato brasileiro o fechamento free shops cidade fronteiro o brasil milhar brasileiro semanalmente o fronteiro o uruguai atrair preço produto consumir pessoal e revender brasil país compartilhar cidade binacionais d rivera uruguai)/santana livramento brasil e chuí brasil)/chuy uruguai passar o o outro fronteiro significar atravessar ruir"	RFI	https://g1.globo.com/mundo/noticia/2021/03/24/covid-19-uruguai-adota-medidas-de-restricao-para-conter-a-expansao-de-variantes-brasileiras.ghtml	globo.com	24/03/2021	saúde	-1
review_06887	"É #FAKE que vídeo mostre Marilena Chauí alcoolizada após acidente de trânsito
Mensagem falsa utiliza imagens de outra mulher em caso ocorrido em Macaé (RJ) em 2019. Uma das fundadoras do PT, filósofa tem sido alvo do boato nas redes.
circular rede social vídeo motorista embriagar retirar carro agente segurança envolver acidentar trânsito legendar acompanhar o vídeo o marilena chauí classe alto o nato pt o vídeo mostrar o filósofo marilena chauí o rostir mulher aparecer vídeo sequer similar o o d o acidentar ocorrer macaé rir janeiro o episódio noticiar g1 agostar"	G1	https://g1.globo.com/fato-ou-fake/noticia/2020/03/13/e-fake-que-video-mostre-marilena-chaui-alcoolizada-apos-acidente-de-transito.ghtml	globo.com	13/03/2020	entretenimento	1
review_12082	"Nova Zelândia diz que manterá fronteiras fechadas durante maior parte do ano  

o zelândia planeja abrir totalmente fronteiro o ano apesar avançar vacinar mundo o idear seguir político abertura bolhar aéreo país vizinho afetados pandemia covid-19 esperar fronteiro afetadas durante o ano continuar o desenvolver bolhar viagem o austrália e o pacífico o restar mundo representar simplesmente riscar alto saudar e economia n terça-feira o primeira-ministra jacinda ardern durante entrevisto coletiva transmitir on-line considerar reabrir portar o o turismo internacional precisar vacinar impedir o disseminação covid-19 o pessoa suficiente população vacinar e protegido pessoa voltar zelândia saudável"		https://noticias.uol.com.br/ultimas-noticias/efe/2021/01/26/nova-zelandia-diz-que-mantera-fronteiras-fechadas-durante-maior-parte-do-ano.htm	uol.com.br	26/01/2021	saúde	-1
review_14896	"Como a extrema direita incita os protestos contra o lockdown na Holanda
Sob o argumento distorcido da restrição à liberdade, partidos populistas orquestram distúrbios violentos nas principais cidades do país.
noite consecutivo protesto o tocar recolher noturno principal cidade holanda terminar violento distúrbio saque depredação carro incendiar e barricar bicicleta hospital e centrar teste covid-19 atacar ação hooligan corona chamar manifestante premiê mark rutte extremo aproveitar incitar jovem o desafiar o lockdown e o tocar recolher decretar país o guerra mundial vigorar o dia fevereiro bar e restaurante fechar outubro escola e o comércio essencial dezembro sair casar motivar 21h e 4h30 pago multar euro cercar r$ início surtir o governar demorar o adotar medir restritivo conter o pandemia e deixar ações o cargo senso holandês o atitude relaxar funcionar o país registrar caso e 13,6 morto coronavírus o união europeu o lançar o programar vacinar pesquisar realizar i&o research o o o tocar recolher entrevistar opinar dever ampliar contar o resistência radical o liberdade geert wilders e o fórum democracia liderar thierry baudet"		https://g1.globo.com/mundo/blog/sandra-cohen/post/2021/01/27/como-a-extrema-direita-incita-os-protestos-contra-o-lockdown-na-holanda.ghtml	globo.com	27/01/2021	saúde	-1
review_07045	"Ponto facultativo é decretado no Rio de Janeiro por causa de jogo entre Flamengo e Grêmio #boato 

Boato – O governador do Rio de Janeiro Wilson Witzel decretou ponto facultativo para o dia do jogo entre Flamengo e Grêmio, pela Semifinal da Libertadores.
publicar doerj 22/10/2019 decretar 46.701 21-10-2019 do-rj 22-10-2019 governar declarar facultativo o dia 23-10-2019 atar determinar facultativo dia 23-10-2019 quarta-feira 12h00 considerar o realização clube proporção competição internacional o governador rir janeiro atribuição constitucional e legar decretar art 1º – ficar considerar facultativo o rir janeiro dia 23/10/2019 12h00min considerar o movimentação o semifinal taça conmebol libertador e visar confortar e segurança esmagador população torcer o referir clube e o secador plantão parágrafo único – casar o clube regatar flamengo vencer o ficar decretar o facultativo dia 24/10/2019 quinta-feira art 2º – decretar entrar vigor datar publicação rir janeiro outubro wilson witzel"	Edgard Matsuki	https://www.boatos.org/esporte/ponto-facultativo-rio-de-janeiro-flamengo-gremio.html	boatos.org	22/10/2019	entretenimento	1
review_12314	"Pressão para ampliar gasto gera desconforto na equipe de Guedes e temor de perda da credibilidade
 04/08/2020 15h34 
o equipar ministrar economia paulo guedes desconfortável aumentar pressão gasto – governar congresso nacional – e temer perda credibilidade político econômica casar o presidente jair bolsonaro ceder o movimento episódio recente ritmar fraco economia o alar político governar e integrante base bolsonaro congresso aumentar pressão elevar investimento público ano e prorrogar o auxílio emergencial dezembro assessorar guedes proposto justo e defensável precisar acompanhar contrapartida o identificação fonte receitar corte despesa financiá-las e o respeitar o o teto gasto o riscar avaliação equipar ministério economia medir adotadas simples aumentar endividamento público"		https://g1.globo.com/politica/blog/valdo-cruz/post/2020/08/04/pressao-para-ampliar-gastos-gera-desconforto-na-equipe-de-guedes-e-temor-de-perda-da-credibilidade.ghtml	globo.com	04/08/2020	política	-1
review_18237	"Bolsonaro promete harmonia ao receber Rodrigo Pacheco e Arthur Lira  

o presidente jair bolsonaro receber hoje palácio planalto presidente senado e câmara deputar rodrigar pacheco dem-mg e arthur lira pp-al respectivamente prometer haver harmonia e falar rapidamente prioridade satisfação receber visitar presidente câmara e senado diálogo começar trocar impressão e o diálogo começar durante o campanha apresentar sugestão pautar e o clima o melhor imperar harmonia sugestão assunto voltar pandemia saudar economia e reformar declarar bolsonaro o o pacheco e lira o encontrar trio ocorrer assinatura documentar medir prioritário senado e câmara pacheco e lira cartar chefe destacar pautar citar bolsonaro"	Natalia Lazaro	https://noticias.uol.com.br/politica/ultimas-noticias/2021/02/03/bolsonaro-promete-harmonia-ao-receber-rodrigo-pacheco-e-arthur-lira.htm	uol.com.br	03/02/2021	política	-1
review_16073	"Navio da Venezuela jogou petróleo em praia do Nordeste do Brasil, mostra vídeo #boato 

Boato – Vídeo mostra o que todos desconfiavam. Um navio da Venezuela foi flagrado despejando petróleo (ou algum óleo derivado) em uma praia localizada na região Nordeste do Brasil.
navio venezuela jogar petróleo praia brasileiro prejudicar bolsonaroolhem o navio venezuela jogar petróleo litoral!pra entender o petróleo venezuela chegar nordeste.navio derramar água internacional e marinhaquem derramar petróleo praia nordestino o mídia lixar continuar calar haver vídeo indicar atacar líder venezuela o brasil contar governar brasileiro apoiar o comunismo america latino brasil compartilhar navio venezuela despejar óleo praias!!!navio venezuela jogar óleo praia nordeste.olha o navio despejar óleo cru litoral brasileiro flagrar … urgente supor vídeo navio venezuelano jogar petróleo bruto praia nordestino urgente supor vídeo navio venezuelano jogar petróleo bruto mar"	Edgard Matsuki	https://www.boatos.org/brasil/navio-venezuela-petroleo-praia-nordeste-brasil.html	boatos.org	11/10/2019	brasil	1
review_01489	"Toffoli volta atrás e mantém redução no valor do seguro DPVAT; veja os valores
Presidente do Supremo Tribunal Federal havia suspendido decisão de baixar o valor. Ministro reconsiderou após receber argumentação da União. 
o ministrar dia toffoli presidente supremo tribunal federal stf reconsiderar n quinta-feira decisão e autorizar o resolução nacional seguro privar cnsp prever o redução valorar segurar dpvat valorar reduzir haver divulgar dia dezembro vincular o o ministério economia dia o ministrar plantonista supremo durante o recesso suspender o norma o pedir segurador líder responsável administrar o segurar obrigatório pedir reconsideração o união argumentar o segurador omitir “ o informação haver disponível fundir administrar consórcio atualmente o total r$ 8,9 bilião razão o excedente extinguir imediato haver recurso suficiente cobrir obrigação segurar dpvat ” o o reconsiderar o decisão toffoli justificar o redução valorar o união apresentar provar o consórcio arcar despesa e seguro"	Rosanne D'Agostino, G1 — Brasília	https://g1.globo.com/politica/noticia/2020/01/09/toffoli-reconsidera-decisao-e-restabelece-resolucao-que-reduziu-seguro-dpvat.ghtml	globo.com	09/01/2020	política	-1
review_15754	"Morre pai de Márcio Garcia por complicações da covid-19  

o ator márcio garcia anunciar o morte pai carlos alberto machadar tavares o ano o ator gravar vídeo emocionar detalhe o falecimento publicação compartilhar marcio garcia sofrer avc e o esquerdar corpo ficar paralisar voltar o entubar e descansar o ficar o caro o amor e o gratidão eterno o ator vídeo publicar instagram"		https://tvefamosos.uol.com.br/noticias/redacao/2020/12/18/morre-pai-de-marcio-garcia-por-complicacoes-da-covid-19.htm	uol.com.br	18/12/2020	saúde	-1
review_18457	"Gilmar Mendes critica derrubada de decisão por Fux e diz que atuação da presidência do STF no caso ""não faz sentido""  

votar julgamento pedir liberdade andré rap o ministrar gilmar mendes criticar mendes afirmar sentir o presidência d tribunal conceder cautela face ministrar turma decisão desafiar recurso extraordinário mendes afirmar casar o presidência melhor o tribunal supresso e haver presidente"		https://noticias.uol.com.br/videos/2020/10/15/gilmar-mendes-critica-derrubada-de-decisao-por-fux-e-diz-que-atuacao-da-presidencia-do-stf-no-caso-nao-faz-sentido.htm	uol.com.br	15/10/2020	política	-1
review_09956	"verdade o kid bengala abandonar o filme adulto parir virar evangélico

o história surgir o redar social o semana outubro e afirmar o ator filmar adulto kid bengala anunciar suar sair mundo vídeo pornô parir dedicar religião"	gilmar lopes	https://www.e-farsas.com/e-verdade-que-o-kid-bengala-abandonou-os-filmes-adultos-para-virar-evangelico.html	r7.com	14/10/2019	entretenimento	1
review_04735	"Saúde autoriza mais 488 leitos de UTI Covid-19 para 13 estados

leito uti adulto autorizar n segunda-feira ministério saudar atendimento paciente grave covid-19 o autorização caráter excepcional e temporário ação pastar o e município fortalecer o único saudar sus enfrentamento pandemia o medir beneficiar município bahia cear minar gerar matar grosso parar pernambuco piauí rir janeiro rondônia rir sul santo catarino sergipe e paulo conformar portar publicar diário oficial união – acesseaqui o repassar mensal r$ 23,4 milhão correspondente o o maio o autorização ocorrer o demandar possuir autonomia disponibilizar e financiar leito necessário apesar d o ministério saudar disponibilizar recurso financeiro e auxílio técnico o enfrentamento doença decorrência atual cenário emergência"		https://www.gov.br/saude/pt-br/assuntos/noticias/saude-autoriza-mais-488-leitos-de-uti-covid-19-para-13-estados	gov.br	24/05/2021	saúde	-1
review_04687	"Quarentena do coronavírus dispara venda de brinquedos eróticos na Colômbia  

steven grattan bogotá reuters gerson monje erguer o celular exibir orgulhar sex shop virtual faixar vermelho esgotar cobrir produto o negócio colômbio sofrer durante o isolamento semana adotado conter o disseminação coronavírus indústria internet explosão vender país brinquedo sexual parar prateleiro virtual vender começar o subir dia quarentenar contar monje conseguir entregar produto o consumidor o o isolamento nacional vir aumentar"		https://noticias.uol.com.br/ultimas-noticias/reuters/2020/04/14/quarentena-do-coronavirus-dispara-venda-de-brinquedos-eroticos-na-colombia.htm	uol.com.br	14/04/2020	saúde	-1
review_19796	"Rendimentos de todos os trabalhadores caíram em novembro, aponta Ipea  

novembro rendimento médio população corresponder o 93,7 render médio habitual levantamento instituto pesquisar econômica aplicar ipea divulgar hoje analisar efeito pandemia coronavírus covid-19 o mercar trabalhar e o impactar auxílio emergencial render brasileiro o base ipea pesquisar nacional amostrar domicílio pnad covid-19 instituto brasileiro geografia e estatístico ibge o ipea trabalhador contar o redução rendimento receber 85,4 habitual novembro o pesquisar 4,32 domicílio sobreviver o auxílio r$ r$ 1.200 encerrar dezembro o percentual representar cercar 2,95 milhão lar quedo 0,44 percentual comparação outubro diminuição domicílio"		https://noticias.uol.com.br/ultimas-noticias/agencia-brasil/2021/01/06/rendimentos-de-todos-os-trabalhadores-cairam-em-novembro-aponta-ipea.htm	uol.com.br	06/01/2021	saúde	-1
review_11602	"Volkswagen Caminhões e Ônibus volta a produzir dia 27, com retomada gradual  

o volkswagen caminhão e ônibus informar manhã d quinta-feira voltar o produzir segunda-feira dia abril o empresar o retomar gradual medir segurança trabalhador linha produção atividades suspenso o dia março o fábrica ficar parar o prioridade o saudar colaborador o retomar produção progressivo permitir avaliar condição cadeia logístico e distribuição recurso humano e produção planar minucioso obedecer o recomendação ministério saudar brasileiro e organização mundial saudar roberto corte presidente e ceo volkswagen caminhão e ônibus o fábrica volkswagen caminhão e ônibus ficar resende rir janeiro recente votação conduzir sindicato metalúrgico sul fluminense colaborador volkswagen caminhão e ônibus e empresar consórcio modular aprovar o suspensão contratar pessoal produção e o redução jornada equipar administrativo o medir planar retomar gradual operação garantir emprego colaborador o cliente brasil e exterior o tranquilidade necessário fechar negociação o melhor ofertar produto pedir acessório e serviço assistência técnico forte e qualidade marcar volkswagen caminhão e ônibus e man explicar corte"	André Ítalo Rocha	https://www.uol.com.br/carros/noticias/estadao-conteudo/2020/04/23/volkswagen-caminhoes-e-onibus-volta-a-produzir-dia-27-com-retomada-gradual.htm	uol.com.br	23/04/2020	saúde	-1
review_12563	"Unimed alerta que pico da pandemia será de 6 a 20 de abril de 2021 #boato 

Boato – Em comunicado, a Unimed alertou que o pico de casos e mortes por Covid-19 ocorrerá entre os dias 6 e 20 de abril. Por isso, pede que, a partir de hoje, as pessoas fiquem em casa até “quarta-feira”.
comunicar o picar vírus o abril o picar caso realmente n dia o pessoa contaminar hoje e o quarta-feira o picar brandir precisar aumentar o isolamento social enviar o amigo vizinho e familiar unimed cataguases"	Edgard Matsuki	https://www.boatos.org/saude/unimed-alerta-pico-pandemia-6-20-abril-2021.html	boatos.org	03/03/2021	saúde	1
review_07383	"Procurador admite que denúncia contra Joesley e Pimentel era inepta  

O procurador da República Carlos Bruno Ferreira da Silva, de Minas Gerais, admitiu -em manifestação do MPF nos autos- que não havia condições para o juiz Jorge Gustavo Serra de Macêdo Costa receber uma denúncia contra o empresário Joesley Batista, o ex-governador de Minas Gerais, Fernando Pimentel, e outros acusados. Na última segunda-feira (26), o Blog revelou que o MPF cometeu erros técnicos considerados graves na denúncia em que Joesley foi acusado de corrupção ativa e Pimentel, de corrupção passiva. (...) Leia íntegra na Folha."		https://noticias.uol.com.br/colunas/reinaldo-azevedo/2021/04/29/procurador-admite-que-denuncia-contra-joesley-e-pimentel-era-inepta.htm	uol.com.br	29/04/2021	política	-1
review_00179	"É enganoso dizer que vídeo de vagões com contêineres empilhados seja do primeiro trem no trajeto do MT ao porto de Santos

o o contrário afirmar publicação rede social o trem aparecer imagem o o trafegar ferrovia o trecho ferronorte inaugurar e o recente entregar o operação vagão double stack transportar contêineres empilhar começar julho"	Comprova	https://projetocomprova.com.br/publicações/e-enganoso-dizer-que-video-de-vagoes-com-conteineres-empilhados-seja-do-primeiro-trem-no-trajeto-do-mt-ao-porto-de-santos/	projetocomprova.com.br	2021/02/05	política	1
